@rowCount	6194
industria textile	textile industry	en
industrial	industrial; industrialist	en
industrialismo	industrialism	en
industriose	skilful, ingenious, industrious	en
inebriar	to make drunk, inebriate	en
inebriar se	to get drunk	en
inebriato	drunkard	en
inedibile	inedible, uneatable	en
inedibilitate	inedibility	en
inedite	inedited, unpublished	en
ineffabile	ineffable	en
ineffabilitate	ineffability	en
inefficace	ineffective, inefficacious	en
inefficacia	inefficacy	en
inefficiente	inefficient, inefficacious	en
inefficientia	inefficiency	en
inelegante	inelegant	en
inelegantia	inelegance, inelegancy	en
ineligibile	ineligible	en
ineligibilitate	ineligibility	en
ineluctabile	ineluctable	en
inenarrabile	indescribable	en
inepte	inept, inapt	en
ineptia	absurdity, nonsense	en
ineptitude	inaptitude, ineptitude	en
inequabile	unequable	en
inequal	unequal, umatched, uneven	en
inequalitate	inequality, unevenness	en
inerte	inert	en
inertia	inertia, inertness, apathy	en
inestimabile	inestimable	en
inevitabile	inevitable	en
inexacte	inexact, inaccurate	en
inexactitude	inexactitude, inaccuracy	en
inexcitabile	unexcitable	en
inexcusabile	inexcusable	en
inexecutabile	inexecutable, impracticable	en
inexhauribile	inexhaustible	en
inexhauste	unused, unexhausted	en
inexhaustibile	inexhaustible	en
inexigibile	unclaimable	en
inexistente	inexistent	en
inexistentia	inexistence	en
inexorabile	inexorable	en
inexorabilitate	inexorability	en
inexperientia	inexperience	en
inexperimentate	inexperienced	en
inexperte	inexpert	en
inexpiabile	inexpiable	en
inexpiate	not expiated or atoned, unexpiated, inexpiate	en
inexplicabile	inexplicable	en
inexplicabilitate	inexplicability	en
inexplicate	unexplained	en
inexplorabile	inexplorable	en
inexplorate	unexplored	en
inexpressive	inexpressive	en
inexprimibile	inexpressible	en
inexpugnabile	unassailable, impregnable	en
inextensibile	inextensible	en
inextension	lack of extension	en
inextinguibile	inextinguishable	en
inextirpabile	ineradicable, inextirpable	en
infacete	witless, insipid, unfunny	en
infacibile	infeasible, unfeasible	en
infacibilitate	infeasibility, unfeasibility	en
infallibile	infallible	en
infallibilitate	infallibility	en
infamante	infamous	en
infamar	to render infamous	en
infame	infamous, of ill fame or repute	en
infamia	infamy	en
infante	baby, infant, child	en
infanteria	infantry	en
infanteria de marina	marines	en
infantia	babyhood, childhood	en
infanticida	infanticide, one who commits infanticide	en
infanticidio	infanticide, act of killing an infant	en
infantil	infantile	en
infantilismo	infantilism	en
infarcto cardiac	heart attack	en
infarinar	to flour, sprinkle or cover with flour	en
infatigabile	indefatigable	en
infatigabilitate	indefatigability	en
infatuar	to infatuate	en
infatuar se	to become infatuated	en
infatuation	infatuation	en
infebramento	throwing into a fever, feverishness	en
infebrar	to throw into a fever, make feverish	en
infectar	to infect	en
infecte	foul, offensive to the senses	en
infection	infection	en
infectiose	infectious	en
infective	infectious, infective	en
infecunde	infecund	en
infecunditate	infecundity	en
infelice	unhappy, unfortunate	en
infelicitate	infelicity, unhappiness, bad fortune, misfortune	en
infere	inferior, lower (medical)	en
inferentia	inference	en
inferer	to infer	en
inferibile	inferrible	en
inferior	inferior, lower	en
inferioritate	inferiority	en
infernal	infernal	en
inferno	hell, inferno	en
infertile	infertile	en
infertilitate	infertility	en
infestar	to infest	en
infestation	infestation	en
infestator	infester	en
infeste	harmful, hostile	en
infeudar	to enfeoff, give in vassalage	en
infeudation	infeudation, enfeoffment	en
infidel	unfaithful, infidel	en
infidelitate	infidelity, unfaithfulness	en
infilada	succession, series (of doors), enfilade	en
infilar	to thread (a needle), string (beads)	en
infiltrar se	to infiltrate, enter by penetrating the pores or interstices of a substance	en
infiltration	infiltration	en
infinitate	infinity	en
infinite	infinite	en
infinitesimal	infinitesimal	en
infinitesime	infinitesimal	en
infinitive	infinitive	en
infinitivo	infinitive	en
infinito	infinite, infinity	en
infinitude	infinitude, infiniteness	en
infirmar	to weaken, make infirm, invalidate	en
infirmation	weakening, making infirm, invalidation	en
infirme	infirm, frail	en
infirmera	nurse, woman who takes care of the sick	en
infirmeria	infirmary, sickroom	en
infirmero	male nurse	en
infirmitate	chronic ailment	en
inflammabile	inflammable	en
inflammabilitate	inflammability	en
inflammar	to fire, set on fire, inflame, fire, stir up	en
inflammate	blazing, burning, glowing, ardent, inflamed	en
inflammation	inflammation	en
inflammative	inflammative	en
inflammatori	inflammatory	en
inflar	to inflate, swell	en
inflation	inflation, swelling	en
inflationismo	infationism	en
inflationista	inflationist	en
inflecter	to inflect, bend	en
inflecter se	to be diffracted	en
inflecter su voce	to inflect one’s voice	en
inflexibile	inflexible	en
inflexibilitate	inflexibility	en
inflexion	inflection, inflexion, diffraction	en
inflexion de voce	inflection of the voice	en
infliction	infliction	en
infliger	to inflict	en
infloramento	strewing flowers	en
inflorar	to strew with flowers	en
inflorescentia	inflorescence	en
inflorescer	to begin to blossom	en
influente	influential	en
influentia	influence	en
influentiar	to influence	en
influenza	influenza	en
influenza de porcos	swine flu	en
influer super	to affect, have an effect on	en
influxo	influx, inflow	en
informante	informant	en
informar	to inform, give form to, impart knowledge to	en
information	information	en
informative	informative	en
informator	informer, informant	en
informe	unformed, inform	en
infortuna	misfortune	en
infortunate	unfortunate	en
infortunatemente	unfortunately	en
infra	below, underneath, beneath, under	en
infraction	infraction	en
infrangibile	unbreakable	en
infrangibilitate	unbreakableness	en
infrarubie	infra-red	en
infrastructura	substructure	en
infrequente	infrequent	en
infrequentia	infrequency, infrequence	en
infringer	to infringe, break, violate	en
infringimento	infringement	en
infructuose	fruitless	en
infunder	to pour in, infuse	en
infunder gutta a gutta	to drop in, drip in	en
infundibulo	funnel	en
infuriar	to infuriate	en
infuriate	infuriate, infuriated	en
infusibile	infusible, not fusible	en
infusibilitate	infusibility	en
infusion	pouring in, infusion, infusion	en
infusorial	infusorial	en
infusorio	infusorian	en
infusorios	Infusoria	en
ingagiamento	engagement, hiring	en
ingagiar	to engage, hire, employ	en
ingagiator	engager, one who engages or employs	en
ingemmar	to adorn with gems	en
ingeneramento	begetting, engenderment	en
ingenerar	to beget, engender	en
ingenerose	ungenerous	en
ingenerositate	ungenerousness	en
ingeniar se	to exercise one’s wits, strain one’s ingenuity	en
ingenieria	engineering, profession of engineering	en
ingeniero	engineer	en
ingeniero mechanic	mechanical engineer	en
ingenio	inborn skill, talent, genius, engine, mechanical contrivance, tool, instrument	en
ingeniose	ingenious	en
ingeniositate	ingenuity	en
ingenue	freeborn, ingenuous	en
ingenuitate	ingenuousness	en
ingerentia	interference, meddling	en
ingerer	to introduce, insert, ingest	en
ingerer se	to interfere, meddle	en
ingestion	introduction, insertion, ingestion	en
inglobar	to enclose, include	en
ingloriose	inglorious	en
inglutimento	swallowing, gulping down, engulfment, swallowing up	en
inglutir	to swallow (up), gulp down, engulf	en
ingorgamento	engorgement	en
ingorgar	to engorge	en
ingovernabile	ungovernable, uncontrollable	en
ingranage	gear, gearing	en
ingranage conic	bevel gear	en
ingranage helicoidal	helical or screw gear	en
ingranar	to gear, put into gear, mesh	en
ingrassar	to grease	en
ingrassiar	to fatten, make or grow fat	en
ingrate	unpleasing, unpleasant, ungrateful, ingrate	en
ingratiar	to make pleasant	en
ingratiar se	to ingratiate oneself	en
ingratiose	ungracious	en
ingratitude	ingratitude	en
ingrediente	ingredient	en
ingresso	ingress, entrance	en
inguirlandar	to wreathe	en
ingummar	to gum	en
ingurgitar	to ingurgitate, swallow, engulf, swallow up greedily	en
ingurgitation	ingurgitation	en
ingypsar	to gypsum, plaster, cover with plaster	en
inhabile	unskilful, clumsy	en
inhabilitate	clumsiness	en
inhalar	to inhale	en
inhalation	inhalation	en
inhalator	inhaler, inhalator	en
inhardir	to embolden	en
inharmonia	inharmony	en
inharmonic	inharmonic	en
inharmoniose	inharmonious	en
inherente	inherent	en
inherentia	inherence	en
inherer	to inhere, be inherent	en
inhibir	to inhibit, forbid, restrain, hinder	en
inhibition	inhibition	en
inhibitori	inhibitory	en
inhoneste	dishonorable, indecent	en
inhospital	inhospitable	en
inhospitalitate	inhospitality	en
inhuman	inhuman, inhumane	en
inhumanitate	inhumanity	en
inhumar	to bury, inter, inhume	en
inhumation	burial, interment, inhumation	en
inhygienic	unhygienic	en
inimic	inimical, hostile, harmful	en
inimicar	to make enemies of	en
inimicar se	to become an enemy (of)	en
inimicitate	enmity	en
inimico	enemy	en
inimico mortal	mortal foe	en
inimitabile	inimitable	en
inintelligente	unintelligent, obtuse	en
inintelligentia	want of intelligence, obtuseness	en
inintelligibile	unintelligible	en
ininterrupte	uninterrupted	en
inique	inequitable, iniquitous	en
iniquitate	inequity, iniquity	en
initial	initial	en
initiar	to initiate, originate, introduce into a society	en
initiation	initiation	en
initiativa	initiative	en
initiative	initiative, initiating	en
initiato	initiate	en
initiator	initiator	en
initio	start, beginning	en
injectar	to inject	en
injectate	inflamed, congested, bloodshot	en
injection	injection	en
injection intravenose	intravenous injection	en
injector	injector	en
injicer	to inject	en
injunction	injunction, authoritative admonition or order	en
injunger	to enjoin, command, direct with authority	en
injuria	injury, wrong, damage, insult	en
injuriar	to abuse, insult	en
injuriose	injurious, insulting	en
injuste	unjust, unfair	en
injustificabile	unjustifiable	en
injustificate	unjustified	en
injustitia	injustice	en
innate	innate, inborn	en
innatural	unnatural	en
innavigabile	unnavigable, unseaworthy	en
innavigabilitate	unnavigability, unseaworthiness	en
innervar	to innervate	en
innervation	innervation	en
innobilimento	ennoblement	en
innobilir	to ennoble	en
innocente	innocent, harmless, innocuous	en
innocentia	innocence	en
innocue	innocuous, harmless	en
innocuitate	innocuousness, harmlessness	en
innominabile	unnamable	en
innominate	unnamed	en
innovar	to innovate, introduce as new	en
innovation	innovation	en
innovator	innovator	en
innumerabile	innumerable	en
innumerabilitate	innumerability	en
inoblidabile	unforgettable	en
inobservabile	inobservable	en
inobservante	inobservant	en
inobservantia	inobservance, non-observance	en
inoculabile	inoculable	en
inocular	to graft, inoculate	en
inocular un virus a un persona	to inoculate someone with a virus	en
inoculation	grafting, inoculation	en
inodor	odorless, inodorous	en
inoffensive	inoffensive	en
inofficiose	inofficious	en
inofficiositate	inofficiosity	en
inope	helpless, destitute	en
inopia	helplessness, destitution	en
inopinate	unexpected	en
inopportun	inopportune	en
inopportunitate	inopportuneness, inopportunity	en
inorganic	inorganic	en
inorgoliar	to make proud	en
inoxydabile	not oxidizable, rustproof	en
inquadramento	framing, framework, frame	en
inquadrar	to frame	en
inquadrator	(picture) framer, frame maker	en
inqualificabile	unspeakable, indescribably or inexpressibly bad	en
inquesta	inquiry, investigation, inquest	en
inquietar	to disquiet, disturb	en
inquietator	disturber	en
inquiete	inquiet, unquiet	en
inquietude	inquietude, disquietude	en
inquirer	to inquire, enquire, make inquiries	en
inquiritor	inquirer, enquirer	en
inquisition	inquiry, inquisition, inquisition, Inquisition	en
inquisitor	inquisitor	en
inquisitori	inquisitory, inquisitorial	en
inquisitorial	inquisitorial	en
inrabiamento	enragement	en
inrabiar	to enrage, be enraged	en
inragiamento	enragement	en
inragiar	to enrage, be enraged	en
inraucamento	hoarseness, huskiness	en
inraucar	to make hoarse or husky	en
inregimentar	to regiment, assign to a regiment	en
inricchimento	enrichment	en
inricchir	to enrich	en
inrobar	to clothe, attire, enrobe	en
inrolamento	enrollment, enlistment	en
inrolar	to enlist, enroll, roll (up), coil	en
insablamento	stranding, running aground, silting, silt, sand bank	en
insablar	to strand, run aground	en
insablar se	to silt	en
insaccar	to bag, sack, put in a bag or sack	en
insalar	to salt down, corn	en
insalubre	unhealthy, unwholesome	en
insalubritate	unhealthiness, unwholesomeness	en
insalumbre	unhealthy, unwholesome	en
