@rowCount	3394
w	d	n	t	q	g	s	r	v	b
banturucu	$x_1$ is the language with ISO 639-3 code ''trc'' (Copala Triqui).	Triqui Copala Triqui language	fu'ivla	LLLMKOSNRMVMOOQLMLQKRPNRQPNRUPLTPRQQNKPQJMQNPOLQMOMPNQMMPPNRLSQROOMLOMLMOSMPRNNMOQQSQPMOPNPPSTJQQQMNQQLNNORNSNJNNJJQMMRONOKNPLQOPTPQKLOKIOOLJQPRMNPOOQPNRUOOQRPOPOPMNOLVRNNNQNPNNMNQNPRLPPOPQNQPOMKMUNLORROLPLPOLNPQOORMMNNQPNMOOPKLIJUOQPRJOOSQQPNSOLNONORNPPNMLSLJONNMPLOQOMQKLNWKPORPKKPMQPMNRPOROKPNKOKLKPOPMMNPOPMTQPNSPOOOMLMMQOMMQQQPLNNNMTROPPPNKQORPLONOKPRSLOPUPIPSONMPMOMNPRNNOOPRSPM
dansrpolska	$d_1$ (individual, mass) dances polska to accompaniment/music/rhythm $d_2$.	The polska is a family of music and dance forms shared by the Nordic countries. Not to be confused with polka (={dansrpolka}).	fu'ivla	NPMPKOSJRNQQRMQPOOORLIPQQQQOPQNMNPNTMOLUMORNPRIMMRJNOQSJOQNMPMQOMKLQNQNNNQJNPMMQOQJMORQPMONSOONOQQRPQONNJLMPQNMLLOOSNMOQOOOPRPJOPPOOOOMKMQQOMQLPPNIPSSNPNOOPNOQMKPOLPOOOPINQMOPNNHQRQQOLOPLNPNQLPLPOTNTNORPPOMPRHOOONORLMPKPPMJOOQNOQNQORQOKQRRQNTPQKPQRLOSOOONMOMPSMNNQNJPROLKUKNQOQQPPJNNQPLLPNQNIQOQQKSNMMRSMOONNQOQPONPOORPOROOMQLPJMTMNSLPMQTNSSNKOLNQNPKOOOPKQNLQOPOQPJNLJNSOQLMNQMUNMOSQK	polska
dansrpopi	$d_1$ (individual, mass) dances popping to accompaniment/music/rhythm $d_2$; $d_1$ is a popper.		fu'ivla	MITPMMTKSLULQLQQNPQPKMOQNPOPQQOROOMQQNPSOMRLSRLMKROPNQPLQMPRNSORMLOOPPOLOSLKOMMTOPMKMNNQOPLPLRPOQKLONQSQJJNTRNNKPMNMLNLOQPLOOJLOQNSPOOMMNPQMJPMONPMOMROPQSNLOPONLOOLPMMQOJNQKQMNPKQNNTRONQKNPPQKNMNLSPPPQQSMRPQQNINNLRSPPQKQONIOOQPPPNNPQNILQNPSQQNTOLPMMQRRRMNMNJMQNOLONLQUNNLRPONNQLOONIMLOMOQNQPNMMRPNOMOLLSLNOONJOQTPOOPONPOLNNNPRRLUMOPPPRMNROQROPMKRNRHLOPNQLROKNOPNMRJNQNQSQPOMORNRPOMQRO	popper;popping
dansrsalsa	$d_1$ (individual, mass) dances salsa to accompaniment/music/rhythm $d_2$.		fu'ivla	NIOQJNQKPLTPQLPNQQPMLMPSQPPPONPQPPNOOKNROMSOSNLNOPLONTSNNOPPQPOQMMNRPQPLOTOMONJQPPNKPPNONOLPLLMPOLNPQQPQKOPTOMMOJNNSQOLNPOMONNKOSOPOPNKNLOPMMRQNMOMONTNPNROOMPQOLOPLPMRUQNMPNNRPRMQPPPRMPRLNPPNMJQMMUNMOPQQOOMROMKOQNSRMQQJQPLLOPQOTQJNNTMLMQLRSNROSIQTJMQTQSOOLNILTJNLPOMQRNPKRJMQNQNPMOMLNONMMSROLKQTNMPLOJORPNOLNNPNSQQPNOMROPNKRQPQJSRNRSNNNORMRQONLMNNSMJOLOPLQNOQKMLNSJNNNNSPLPMOQOSPMORPL	salsa
dansrsamba	$d_1$ (individual, mass) dances samba to accompaniment/music/rhythm $d_2$.		fu'ivla	QJNPKPNJPLROSKPPRPOLHMNQPOQOPONSPPLPMNLOONTOOQLONRLPNTQKMPPPPPONPMMTPQPLMUNOONMMMRMLOQMRLOLPLNNMMOMPPUOOHMPTQLMMKKNPPOKOQOMOLNLOPMSOQLKMMOSNOMOKNMPOLWNNOPSOOPPNINLNNMPPPLKPLPNNRLRRPRSLQRNNROOPLPOLRMNNPQONOMRPKOPSKRPNLOKPRQKOQPPQQNPOPPOMQMSQSRPRLSTMJRSTOOQNMILPNOKNNPNVOPLRJNSLPJPQONPQNOMNORQRMQTPMUNRQQQQLNMPOPOSQRONPNPONLNQMOSNQSNNPPMOQRLPRNQMKNNOKKNMPOKPMNPONNQPMNNONROPQMPPLTRNPRKN	samba
dansrtango	$d_1$ (individual, mass) tango dances to accompaniment/music/rhythm $d_2$.		fu'ivla	NJQQKOPHQMRONORRORRNLMNPOMPNOQNQSQKNMKNTMPRLRQMNNQKQLRQJQNPPPSPPMNMRPSOLMSMKOPLOLPMMNPNQNOMPJNROOPLNRROPKOPQRLLKNNOPNNPSTOPOMLNOSPRMQMMMLQPLLPPNOPOQNUMOKRQOLPQOMOMMOOOSRMMQLNNPROPRNOPLPRLOQLQLJQNJSMMMRQPNPNRMHLPPMPQOORIONLNOOQNPOMPPTSMIQNSQRSOTMPTLKSSQQNQLKKNRLOLNPMOTQQHTNNNNPLONPONOONNMNQPONPRNNRINNKQONLNPMOOTQSMMNKPOLMLOPOONRQPPSNOPQPOQSNNLKOPSKLPMRSMPONQJOMPPMOOMPTQNONQPLSROQSQM	tango
dansrtistu	$d_1$ (individual, mass) dances twist to accompaniment/music/rhythm $d_2$.		fu'ivla	NKSOKPRKPMTNOJQQMRONNMNSPOQPOOOPNPMPMMLUOOSMOQJOMTLQMSQLOOQPRPPPNLONQQPKNQNLPKKRMPOKPPNQMOKNMNPQQMMPPSQPKNNQPKNNONMPMMKSRNLPMNKOROSMQLJMMQQMLNMKOQOONVNLMQPPPOQNJOMLNLOSONLPLQPOQMQQQQUMQRMPPPQLLNNKTMMOOOPOOKQNLMPRLPSMMQJOQMLONQNRTNQQRNMLONVQPUQTNOQLLRTPRNPONKLSKONPMNQTLOKRLNNMPKPPOKLPMNNNORPKKPSOOPNNMMSLOMNMNOPSPSPNQNTOOLNPRRQKQRPPUPONORMQPPQJKOOSKMOMOQJPMOPMOPORKMOMNRPNNMPSLUMOMQQL	twist
dansrvalze	$x_1$=$d_1$ dances waltz with $x_2$ to accompaniment/music/rhythm $x_3$=$d_2$.	Viennese Waltz (=lo nu me la vin. dansrvalze).	fu'ivla	NOROLOSMSKRNRMPPPROQOOOQQOPOPSNRJQNMMMOUNLMOOQJPLQINNRRMQQPRPRQOLKPSMSOLNQLKOLLPMQMJNQOQQLKOLOROSRMMQRMPLPQQRMMJQLKRMOPOSPMNMLOOOSPNOKMNHQQLIQPQONNPMONQLOQQKQQNPLPIOPLROKMPMNNQPLPNOQPNOQKMQJQMONMQRONNPRTMPQPNKMNNPPSPKNINPNJOOTNQOMSMRNKJOMOQPNNTLKPMMOUQMQQLMMMSOLLMNLQSPOJNMNSQPOOPMNNKQONQNPLPPPPPLRINKOOSOKMMNLOSONQOKNOOPNMMOJOORRPNPOQOPUQRRQONNPPQOKPOQNJRONORSPMQNOSNOPROONOSNRQLOUTL	waltz
dansrvogi	$d_1$ (individual, mass) dances vogue to accompaniment/music/rhythm $d_2$.		fu'ivla	PKROLORLNNRNQJQPQQOPMNNTOOQONONSQQKQOMMTMLQNRNNNMTMPMTRPONPQOPNQNLNRQQRJOSOMQLLQNPOMPOMOMOIPKMQNONNPQRQTKLPSPLNMLLOPNNLQQPLMJNMOPPRNQOLONPTNJPNNOQMOPUMMNRROLPROMPMLOMRRQNMPIRPOSORQORSLNQMMOPQOMONJSNOOPPQOOMPPLOORNPSNQOINOMJORQPSRNPPPPNLMLTQRQNTNMPLIPSPPMOPMKNUKOKQNNRTONJPMNNLQLNPOMNOPMLLNQPNLQTOPSHMPNRNQLMLPQOTORPNKLQOMMNPONPJTSMPSPPLNRLPQPOJLPNQJMPONOLOPOOJPNQRLMQOPSPNPMMQNTNMOPOJ	vogue
dansrxambu	$d_1$ (individual, mass) dances hambo to accompaniment/music/rhythm $d_2$.	The hambo is a traditional dance that originated in Sweden in the late 19th and early 20th centuries.	fu'ivla	QNMLJPQLSPQOQJPQQNQQLLQPPRPLQQQPQNLRRNLRMNTNRSNMLPOLOSPKMNPRNRRRNJMQNQOJNRHLQOOOLQQMLRNPOOLPNQOJQRPPSPQOLNNUQNIMKQQPROLNPNPNKOLOQOSKONLMNRQMMONPMNLNMTPOLRQNLPRNIOMLPNOQPFMLONROMLNQORQNPSKQMOSMMLPKOLQNPPRMPOPPNNNOMRTMJQLPNLNOOQOOROPNOMMLPPQMNUNOROPNLPRSPOOPOJPPKPNNMNOQOQHPMOPOSOPQJMKONOPPQOPMNPRRKSMMNLOMNOROPOQTOQQOLOROLMNNPSLIOPOSTPMOQOQQTMRNNNOROLMRRNMRMMPKOOPQMPMNKOPRONMRKQRNOPNJ	hambo
dansrxopaki	$d_1$ (individual, mass) dances hopak/gopak/cossack dance to accompaniment/music/rhythm $d_2$.		fu'ivla	MOLNJNTKPNQLNKOQORPKKMNUOOOOPPOPMTJRMONSPNRMQRJMLSNPKTRMOPQQPPQQMLLQRRPIOQJOPPMPOQPMLQLRNNMPPNROPNMPOOQQJNRRUOKLNLPTNNNPRONMNMNOSOTLPMNIMQPNKRMOONLOQTLPOPONMOPPLQMKNMQPPINPMNNONOOQPRRLPRQMPOQLOPMMTKPNPQPOOMOPJLNPNQQMMPHSOMLORSMSQORMSQNMQMSROUSRPONLNOTQQNPKNMPNNQMMOLQTPQITMLQOOPPQPMJNMMMOPPNNLNPMMQLMMPVMLNONPPORQQONMLRONNOOSQQMOQPMSPOOPUOOQLPLIPQRMLMROONRLOOMMPRPJLQKNQQPONQRNPNNPQOM	cossack dance;hopak
dansrxoti	$d_1$ (individual, mass) dances schottisce to accompaniment/music/rhythm $d_2$.		fu'ivla	PKPOLSSLNLPLQLOOPPRPMNNSSPMNPRPRPNMPMPOSMQQKMQKNLSILMRRLNNPMNNQORLMPQSQMORKMOLJQNONKPSNPMPKNLKPNNONPQQOPMMMQOKNMNMNRLKLNTOLONNNOQQTNQLLOMNOOOONNNPPNMTNPKPQOOPQQKNOMOMPQSNMOLPMOPPPPSRRNQOMPOORMNPKJSJMPQPQOPLOQJNMPOMPLNQJMMOJONPOUPPQQQQPMNMQOSSQQPQSNMSTOPORMMJMQMRMQONRWRNHUNOPLPLSNOLKNQNJMPQMOMNRLOSJMMPSNMLPPPQMPQONOPLTOPNOPONQLRPNNWMOOQRLQQLPKJNORMJPOOQLNMOPMMOQPKPPPPSMPOPOQNRPMRSNO	schottische
dapsodi	$x_1$ is an armadillo of species/breed $x_2$.	Cf. {mabru}, {foldota}.	fu'ivla	NQOQLNOMRNVLUMPPOONSLTPQPMLQQLOQPPOPPOPTPKRNMRJOOQJMLOOMMKNOQSQPLPNNOMQOPRLPRPQNHNJOOTNMJPNMRPPRQNHPOOMRLLKLPINJIMONNNNNNQMOSMMORQQNNMLNMMNNKPRPLNLQNPNPJPQMKROLNQMKMJLRPNNOONQOPKSRTNOQNSMQQPSPLMMQQORORRPPPQRMNROONNRLORMPOKMOOPMONKPTMQNPPIUOVNNOONQKQQPROLNNNNNOMMQNPKPTRNOPQOQQSOQONNONQNMRONLLJMRPLMNPNKPOJNMOMKNTQMMPMMSOPQPLPPKMTPRPOPOKQNNNOOPMLNOMQOQPOLNSQNTPSNMSQQPOLLPOPNLPQMPPRPST	armadillo
dasnce	$x_1$ is a voiced alveolar stop sound produced by $x_2$.	Derived from and synonymous with {dy zei sance}. The odd morphological form serves to place the most salient consonant in the stressed syllable.	fu'ivla	KJSKLORLTOUKQLORPMOMSWQNSSNOVPNNQLPPOPRNKNQONRLPLPPMKSOQPROOMQPPMPLMMPNPNRNNUKPQQPPMLQOLNPLMNRPPPRQNRMNMOMMMRMMJNLMQKLNMPQJQPLNOQONMMOKOLNOKKMQNOQLMQQPROQOMPPKMMPKMOOOOMOLRNKLOOKQNQSOLOLINOLUNLKJMRPPNQNOOPQQROOKMPNOKNNJPLPLOMSOOLQSSNNMMPNOMSQQSRNMPNQNMRRNPNPNQLPMLPMRTSOPNMMROSTOOLOLLOLQMPQQORKQTJOMOMIOQKSQQNMQRMRMSNPQOMMPLPMPOTNONOONPQUQLOQMOJOOONNOQOLMRPKQQSPPQOPQNPSPPNLORMONOQSRP	D sound;voiced alveolar plosive;voiced alveolar stop
dasrngeko	$x_1$ is a gecko tape	See {dasri}	fu'ivla	NQPNOMUPQMTMQSONOPPNPQROLLMNRNLOMPPQONQSRJRNMQIMNNIOLMPMONPPQQPQNQOOMRKPMOMNRRMPIMOROROMLMPQRPMONMKTROPPMMKPSLKLOOOMMRONSOMNRLOOPPQKNPMOLSRRJRMUNPMNOPPMPKMMKQNKQQJLPIMPQOPQNPQNOMPNLMOMPSNNQQPPPMNOQNNPPPLMMLSQNOOJRQPLPQJQPNNOMSPPONSQLOONOQQMVOPMOPQTNPTPNPLLLOPLQNMIOMQQOPNPPPMORMNRMLOOOQJNPRPQNNSTKKLQLMQONRMNNNRTPOQSLRROMQQJONNKPMRPMTONPPPMPKTPJNQSQNNLNRPMNNTPRNNROOOMKNRNSOQNUPLQPOSQ	gecko tape
datkrsomateriia	$x_1$ is an eider duck (genus Somateria) of species/breed $x_2$.		fu'ivla	PPPPQOQMPNUJONOMOMPPOSRSMLLNPKNOOPPNQPSROJQMOQIPPQNNKSORPONNQRROMPOMPNQOPSKNQRQSKONMPPMMMNNOQQNQRNMOMMMOPMKKRJMGMKOMNNMKTPPPRNKOSPPMPMPOJMNNKQSQNNONPQPONPOIMQQIMPNLPLPRPLQPLORORLRMRPOPOTKPPNPNQMKPPMOOSJPQORUMMTKLLNRTPPOPQOKOOQMQOOPTNNLONMSOSPPJNOMMNRSNOOMONPNPOMNMOKQSSNMSQRTPPLNMLMOMQMLROMLLOIPOMMOPNKSTKNQONKNSQNLPKOSOROPJQNPNRNPMORPJRSOMLNPLKORQPPLOMOOPPOSQNNPQQPSNNMNKONJOPNQPPPTS	eider
datnrzbaselpla	$x_1$ is a makefile designed to produce output files / data / event $x_2$ from rules $x_3$.	Doesn't refer only the makefiles for GNU make, but also to any such similar files intended to automate the building process. Technically and usually, makefiles just run commands which in turn are what create the output, but the x2 allows us to skip the extra verbosity by specifying the output data directly. If output data is irrelevant, i.e. the makefile runs commands which have no real output, then an event can be used to specify the result of the makefile. See also {zbaplrjavni} for how to fill the x3.	fu'ivla	KNPQSLQMRNTNTKOPLJMMTPPOPPOMRONQPNRRUMMMNMQNLRNNJONPMLVPJPMNOTNNPMJPPOLONQOOTPOLKNQOMPQOQQOOQQMQRQQOMQOQQKMORNOKOIOONONMPOKQOMNOQOLOOPOOMTPLJRRMONKOMROQPRSNNOMMQOKPKOQTPOMLNMPMQISRURSLOMOOPPORLMQNRPNNQORNLOPOMRNMQOOMNMLKLMLONQMMKMNKSPKNOKOMRMKOMNQQOOSPNNMNMMMJMOQMRONUNRQNPMTNOPMNNQNRNORMJQNPSQOQJPLRMKOQORPPQNOUOOPQMUNOMMPMKRNNSLQMLNNNSPMMQQMOMMQPJNROOQTNRLRNOPOQLNMKNOQPNMRRPRPKOQUN	makefile
daunrepa	$x_1$ has Down syndrome (trisomy 21), subtype $x_2$	Down syndrome is a genetic disorder resulting from the duplication of all or part of the 21st chromosome. See also {jgina}, {xadzu'i}, {farvi}.	fu'ivla	MMSOKLQQNMSNOPPQNONLOQOPNNNOTRLTNPNOOOSROLQPMOLOLQPNNSSQKONQONPLNSPMPOQLNTJNUNNMNTQOLLONKNMMQONMROOMOSRQMLQMNLNPTONOOROPMQPOOKLONPOQONOPIQPJMPMRONJPOUMNNOONNOLONPKNONPQOMJMQMQLLONOMOOOLOOQTKOOOMMLOPQNOQPNRPOPJOPLOORONMNKMMQOKQKJMMSPLPONLJNRNPOQPONQNSQRPPMPONOKLNLFKPRSQRQOQNPMRRKNMPMSPJNRNOKPOPMRNKOLLROMNNMSOKMSOOMOKPPORNLMPSIPSPJLMRQMOTRQRMQSNRRRLLQRPTSPQOPNQKMRPNPNTPQPQONRQQRQSPSM	Down syndrome
debnraki	$d_1$ is a peanut/earthnut/ground nut/goober pea/monkey nut/pygmy nut/pig nut from plant [legume] $d_2$ (genus Arachis; default A. hypogaea).	Despite its name and appearance, the peanut is not a nut, but rather a legume.	fu'ivla	LMQMNORPROVPOKROROPLSQQONOQPRPLNQPRQOMRPRJQLMPMMLONOLNPPNMMQORRMPMNNRNPOMTJMQNPPKOPPMPKSLLNNURTOPKMPQPPLPPLMRPMLLMLNPMNLOPNRQKJOQQRJNROMNRLPJPLQJQPONRNSNNQKOOOOKNNJPMLQSJNPOQPNPJQNQRNKQRJOPNQPNMNQPRQLSPOLMSMSSPNLLQPLQKMONRHOKQPTPKTROPLNRLSROQNQKMNNNSROMPQPMLNLKNOMLNRQPNROKQOORMNPJROPNKQSMOOOPPPTQPSTNNOOLOOSNNOYRONNMPPOOPMOQPMMRPNOIQNMMSSQOOQNLPOPPOOQMNMPONSNPMOOKMMNNPLQLLOMMLNNPMPP	earthnut;goober pea;ground nut;monkey nut;peanut;pig nut;pygmy nut
debrceratona	$d_1$ is a locust bean from plant [legume] $d_2$ (Ceratonia siliqua).	Locust beans, are used as animal feed, and are the source of locust bean gum (={vikrceratonia}).	fu'ivla	LMOOOOSPSOXNQIPOTOPKSRQRPTOLRNMRNNNPQIROPJSMNOMONLPNPOMNQPQTNTPOLMKQQMONNSKRUOPOKPPMMSLSROOMSRMOPJNOQPNONNJMTMNJJOJMQKMKONLLQMKORPPKLRKPMNMKJRNRKNPNMRKPOPOLLQQMPPMLQLNTRMQPPOQNOLNQSQROQSLNNNOPOOLOQOONQOPMNSMSQMMMOUQMOKOQOQLOMSPQOIQPMOKPPMSQQQLQMPMMONSONMNMPKOMNMPNNOPQOPPOOQQNRQOJLSNNMMQQPPPQOMPRPQNPKMOOMNPNQNMVRPLPMQTOOLJNRNMPRQMSKQNNPQQRQNRMMOPOQMMRNMLROOSPQKOPKOPQMLKNPLNLPMQOPPRO	locust bean
debrcice	$d_1$ is a chickpea/garbanzo bean/ceci bean/sanagalu/chana/hummus/Bengal gram from plant [legume] $d_2$ (Cicer arietinum).		fu'ivla	LNOPMPTMSMWKRKPLSNLJRRQQNPOPQKORPPPQQJUNOJRMOPLNPMMMORNNMMOTLSQPLMMMQMQNNSJPSNONKOPPMSMRPPRQSQNNPILQRPQMLNLLQMMLIOKORNLIMMMMLMIOQPQKNQLNKNKNHOQRIPNNORPPNPRLNPQONQMJPMOVRMPPMQQMRLQORPQNOSMPMNQNMMJOPQRMSOQMNPMTQQNOOSQNOMMRPOLOOSQRPIPPPPMPQMQRRSLQMPNNNPRQNMOLNLMLONQOONOQPNPOMQQLQPRMMQMNONPOOQSONMQQLONRKNPNONNNQOOUUPMROPSOOKKOQNNNUMOQMPMNORROQOSNLOOOOMMPOJOQONROSMOPMNNONNNOQNMNNOPOOOPN	Bengal gram;ceci bean;chana;chickpea;garbanzo bean;hummus;sanagalu
debrfaba	$d_1$ is a broad/fava/faba/field/bell/tic bean from plant [legume] $d_2$ (Vicia fabia).	x2 = Vicia fabia. This plant is sometimes separated in a monotypic genus Faba.	fu'ivla	NMMOONSMRNUKOKNOOKMOTPOONSMRRLLVPOOQQNRRNJTPQQPOPMQNKRNOKOOTNTQQMNKNRNQQPRIPQPPOIPPPMROOPQQPUSMQUKMQPPQRNLLPOKMMKNJMOKOKLMJORMIOPQONPOMNJRKRINRQINOMPSOOMPRKNQOMQOKLOLLUSORQQMPNQLOMTQQNMULQQNORMNLOSQOPSNSMOONQQOOONQPLKNLRONMONPROOLOPNPMQPMOLROKOLONJNNRRLNOLNOMKONPPPLOQPMNOPPPLOQPMLOMPQLPRRSOQLRQPKNPPMNOQPNOONOQXQQOPMMROMNMNPQKNTONPMPONPRPPOOSLMMMOPNNQQNKPNLONTMMPQPQPNMOQPKLPNNNPNQPO	bell bean;broad bean;faba bean;fava bean;field bean;tic bean
debrkajanu	$d_1$ is a pigeon pea/Gandule bean/tropical green pea/kadios/Congo pea/gungo pea/fio-fio/mgbụmgbụ/no-eye pea from plant [legume] $d_2$ (genus Cajanus).		fu'ivla	LOQNNORLSPUMQJNNQNQLQQPPOSNOPNJSMPOSNMROPJSMQOJNQLNMMSPQNNNSLTPOOOLNOPTQNRIPQOPQKRQNLRMQNNOQRRPNQLLOSPPMOONKQNLJINLLPOLLMNMLMMJOSNSKSONNJNKNGQRQJOQMOQNQNPOJLQNONLLHOMLUPKOPMOQNQNPLQNONOSMOOMRNMMKQROPMRMSNOQPRRPNNMRTQMONROOJONQPRNKRPSQKQSOQONRMQMNOMOQRPLNONLOPLRMQNQNOPQNOOLPQOPSNKKTORMKORQRQQQLQPOPPRNNPRONNPMLSVQPNQKNQOOOMNTOMNVOQNMOOLNSSROPRMLNQOMOLQNLNPOMSMOMMNMNRPNPNPQKNMPNPMOPQQ	Gandule bean;pigeon pea;tropical green pea
debrlablabi	$d_1$ is a hyacinth/Egyptian bean from plant [legume] $d_2$ (Lablab purpureus).	See also the plant (={sparlablabi}).	fu'ivla	MQLOMPRMRNXLSHNMPLNJRSOROQNOPNKQONQTPJTQPIRONPOMNOPQOMNLMQPROTRNLKLLRMQPNPJPSMPOMPPRKTLPOMPOTSMPOMLPPPOQMMLMSLLKINMOQLMIMMMMPLKOQQSJNMKNLOKOGOLOJOMPNSNPNMQLOPQNOMJINNORPPQOPRRNPKMPTOOLPUOSPOQQNMLPSPPNRORLNQNQQMPNOTOMOPKRPOLOMPPQNNQROOQPNMQPPRLQLOKMOPSQOOOKLPLKMOOOPJORQPNQPPQNRPQOKSNQMMPRNQQPPMRRNPPPLKOPMONOROQTQPOQLNQOOMPLPNNNSNPPOPLLQSSQNNSMMNQOPLOPOMORMMPMQLNONPOQNMNQQKNNOMONQOQO	Egyptian bean;hyacinth bean
debrlupini	$d_1$ is a lupin/lupini bean from plant [legume] $d_2$ (genus Lupinus).		fu'ivla	KMOPQLRPTLXONIMPPNLLSNQQMQOPQOOTNNNPPJSQPKTKQPKOMOQONOONNMQSNTROOMLNRNPNOTKQRRNPKPPNMSLQNNNPRROQPJHPQNPNNMMNPKPIMMKMNNLMONMLNKKOSNOKOOMMJPLNIMOQKNOOPNPNPMPKOQOLOPJKPIOQPMPRNURKPMNMUPPLOTNRMQMONOLOQOOLTRRKORLSQOMPOTPMOOKPPQLONQPSONQNQOMQNNSRQRNPNNNMLPVNMLMMMMLMOMPOOLPRPMMQMPRNQQOLOQMPNMPSPSRNNMSPPRRQMMOONNPNPMPTROPPMOSOMONMQOQOSOPRKQPONSRSRNSNKNQOPNOOPNMPLNPOPNOOLPNTONNOPLMLQMQMQPPQ	lupin bean;lupini bean
debrmoce	$d_1$ is a lima/butter bean from plant [legume] $d_2$ (Phaseolus lunatus).	The Moche Culture (1-800 AD) cultivated all of the lima beans and often depicted them in their art.	fu'ivla	NMNOPLRLSNVOSIMMQNONRORSKSNOQNKTLOMRSNPPMIRMSPPNONONMPONMQNWLTPOMLLNQMQNRQJUSQPNNNNOKPMOTNORQSMNPOKQQOPOMMLNQOPNLNNMOJNJMOLNNONORSRLOONOLPNQHOORKMQNLQNPNRNIKQRNQOKKPMOQPJQOMQRQQKOMRRONMRMPOOORLLKOTPPOQNQLRQNUQOMOLVSOONJPQOJOONRROLPNOMLMRMONPOORORNPNOTPMPQOPMMNOPPQLLNQPOPPNOSKMPONIQNPOLLNOTSPPMQPOQROLMPPLOONQOLUROLQKLQOPMNNNOPNROORMOMNPUPPPNSKLNNMONLNPLOQNNPNPNOOLOMROPOQQLMLQMPNONQL	lima bean
debrnuna	$d_1$ is a nuña bean from from plant [legume] $d_2$ (Phaseolus vulgaris subsp. nunas).		fu'ivla	KMMPOQOORNWKPJNNQPMMSTOROQNOQKKUMNPQSJTPNJRMPPNPRLNPLRNOQNPUNSQQNMKOQMPMPSKRROQQIPPPMPMOQPNRSQPQPJMOOONOLMMLQNNLIKLNQKLHNMNNRLMOROPKPNMMLPKOFNPQLONOPSPONNSILPQLONLIQMMTPORPOOPNQNOOSPQNPSNQONOONNJOUOONQOSKPQLRRNMOMSQMMMNSRPMOPNORPKNQPPNRPMNOSQMQLQNLONRRKNQNMOLLNNPOPMOQOMOPNQRMQQRLMQPRQLNNQSNOONQQNRPONLOPLLNLPNPTQRMONNUOOONLPLPOSNOSNQQNPRQPRMPKLPQPROPRNLLQMPPMOLNOMPPROMQPRKLNRLPNOMQP	nuña bean
debrpakirizu	$s_1$ is a yam bean/jícama/goiteño/ahipa bean (genus Pachyrhizus) of species/variety $s_2$.	Pachyrizus erosus produces seeds that are comparable to lima beans (={debrmoce}).	fu'ivla	NLMOPMSLTPXOOLQORMNLSPPTNPOOPMKQPOOQRKPRNKSPOQKNQNMOLNOONOORMSPPNNNPQNSMNRJSRTQOLPQOMTLPQPOOTRNORLKORRPLQOJMSNNKKPNMONLJNNMNNMKOTOPKOOONKPKNGPPPIOMOMROONPQJLPOMNOLJNNNROMOONNTNQKMOSQQMPSKNNOPPMOLNQPSNQNRKQTLSOQMPMTTPNPKRPNLOOPOQNKQRNLLPSOPPRQLQOONOQOTQMMQNMLLONPOQNMPQNPOPMPQNOTNLJSKONLNMOOQOMMTPOQQMMLQPORNQPPRUQQPOJPROOLMMONMPQNQQKQNKOVQOQMRMNQOLQMNNPLOPMOSNOKNQJOPNMOOOSLNMRMQPOOQO	yam bean
debrpisu	$d_1$ is a pea from plant [legume] of species Pisum sativum of variation/variety/cultivar $d_2$.	Yellow/Green split pea (="pelxu/crino je xadba debrpisu"). x2 could be snow pea (="la'o ly saccharatum ly"), snap pea (="la'o ly macrocarpon ly"). See also {rutrpisu}.	fu'ivla	LNTNOQSNROULSKONMMNMSPNQOTMPRNMSOOQRQLNQQJSLQRKNOMNMLTRPMOOONRROOPLLONRRORKORNMPJPMOMRNNOOMTTQOPQJNORPOMOLMJNONJKKLOPNNMNMMONLKOPPQMPNNLIMMPHNROMPMQNQOSMNRJPOPNOPMJONNUOMSNPNPMQMQOSOOLPRLQKNROKNIQRROLRPTMONORPNOOJPRPMNMPNPKOMQPQNLQPPSOPPONORRMSKLNONTUPNLLMKOOLOLNNOLRRPLQQLQQQRSOLJSMQQJNSONOMKONSQLOPMLORNNPMNKRWRMNQJPQOONMNRMMMTOOONOPNORRRPNOMKPPQMNONPMPRQPQMQNMPNMOPQPOPOJMNPONNOORS	pea
decmbero	$x_1$ is December in year $x_2$ on calendar $x_3$		fu'ivla	NRSQNQRMPPQIRROMJRRNQLLPOPJMPSMTQOOQPPPPMJTKPQMSMSNPKQPSOMMNMSOONPPNOOQOQMMNRPOQNNQOPPKNMQQOPSLOQPLPPROPMMNKMLLLNMPQNRMOOTLPMLTONNPLNPLQLOQOKNPONNNPQJONOOQOLPPMPOLNRPMNPLLMPQQKSPPOMMVNPPOMQIQLJNRPOOKNSMQPSMQRLQROQQQPPOKMRQOONPKPMKOSTPLLOPQRTSJQNRKMOOROQOJIKMLLLMMQRNOVRLMQSROJOKPSMPNMLPONLMOOQQRQHOKONQPNKRMQLMRQLOOPLOROQQMNQOQMQQTQMQNPLQOJQNOPLPNRMNNMPKNMOPNLRNOSLKQMMOOOPMNTOOPPQOPM	December
