@rowCount	3536
bangu	w	n	d	t	s	r	g
loglan	po pontoa		a «seizure»/«appropriation», an act of seizing ... from ....		n		seizure,appropriation
loglan	la Por		«Count»/«Earl»/«Lord»/«Baron»/«Duke», etc. (a generalized nobility title/name/name part.).		na		Count,Earl,Lord,Baron,Duke
loglan	porhiferi	⬅ Lin. Porifera	B is a «poriferan»/«sponge» of genus/type F from S, one of the phylum of Porifera.	Bor.	3n		poriferan,sponge
loglan	lao Porifera		the phylum of «Porifera», sponges etc.		na		Porifera
loglan	porja	⬅ porju	B is a «sow»/female «hog».	D-Prim	1n		sow,hog
loglan	porje	⬅ porju	G is more «porcine»/«pig like» than J.	D-Prim	1n		porcine,pig like
loglan	porji	⬅ porju	B is a «shoat»/«piglet»/«baby pig».	D-Prim	1n		shoat,piglet,baby pig
loglan	porjo	⬅ porju	B is a «boar»/male «hog».	D-Prim	1n		boar,hog
loglan	porju	{pojmio}\n⬅ 3/3F porc | 3/4E pork | 2/3C ju	B is a/some «pig»/«hog»/«swine», an omnivorous mammal, genus Sus.	C-Prim	1n	poj	pig,hog,swine
loglan	lo porju		«swine», mass term.		n		swine
loglan	porli	{durfompoi}, {femferpoi}, {femforpoi}, {femnerpoi}, {fempoi}, {femsorpoi}, {femsurpoi}, {femterpoi}, {femtorpoi}, {ferpoi}, {forpoi}, {grapoi}, {liornurpoi}, {menpoi}, {mucpoi}, {nerpoi}, {poicka}, {poicle}, {poiflo}, {poimro}, {poipli}, {poirbeo}, {poircea}, {poirceadaa}, {poirkamda}, {poirpozfa}, {poirtoa}, {pozpoicle}, {rarpoi}, {sorpoi}, {surpoi}, {takpoi}, {terpoi}, {torpoi}, {turnurpoi}\n⬅ 2/2C li | 3/4E power | 3/5S poder	K have «power over»/«control» D in matters N.	C-Prim	3v	poi	power over,control
loglan	porli	{durfompoi}, {femferpoi}, {femforpoi}, {femnerpoi}, {fempoi}, {femsorpoi}, {femsurpoi}, {femterpoi}, {femtorpoi}, {ferpoi}, {forpoi}, {grapoi}, {liornurpoi}, {menpoi}, {mucpoi}, {nerpoi}, {poicka}, {poicle}, {poiflo}, {poimro}, {poipli}, {poirbeo}, {poircea}, {poirceadaa}, {poirkamda}, {poirpozfa}, {poirtoa}, {pozpoicle}, {rarpoi}, {sorpoi}, {surpoi}, {takpoi}, {terpoi}, {torpoi}, {turnurpoi}\n⬅ 2/2C li | 3/4E power | 3/5S poder	«powerful»/«potent», powerful, having power over ....	C-Prim	a	poi	powerful,potent
loglan	porli	{durfompoi}, {femferpoi}, {femforpoi}, {femnerpoi}, {fempoi}, {femsorpoi}, {femsurpoi}, {femterpoi}, {femtorpoi}, {ferpoi}, {forpoi}, {grapoi}, {liornurpoi}, {menpoi}, {mucpoi}, {nerpoi}, {poicka}, {poicle}, {poiflo}, {poimro}, {poipli}, {poirbeo}, {poircea}, {poirceadaa}, {poirkamda}, {poirpozfa}, {poirtoa}, {pozpoicle}, {rarpoi}, {sorpoi}, {surpoi}, {takpoi}, {terpoi}, {torpoi}, {turnurpoi}\n⬅ 2/2C li | 3/4E power | 3/5S poder	a «master»/«mistress», one who has power over ... in ....	C-Prim	n	poi	master,mistress
loglan	lo porli		the «powerful»/«nobility», used for peers.		n		powerful,nobility
loglan	lopo porli		«control»/«mastery»/«power», mass term of states.		n		control,mastery,power
loglan	lopu porli		«powerfulness»/«power»/«control», mass term of properties.		n		powerfulness,power,control
loglan	nu porli		«controlled», one who/that which is -ed.		a		controlled
loglan	po porli		a «control»/«mastery»/«power», a state of mastery.		n		control,mastery,power
loglan	pu porli		a «control», a property of one who -s.		n		control
loglan	porto	⬅ Int.	B is some «port» from S, a fortified wine.	I-Prim	2n		port
loglan	posfati	⬅ ISV	B is a «phosphate» of F, a salt of phosphoric acid.	Bor.	2n		phosphate
loglan	posfo	⬅ ISV	B is some «phosphorus», element 15 (P).	S-Prim	2n		phosphorus
loglan	posfusto	⬅ pos(ta)+fusto	B is a «post» office.	2-Cpx	1n		post
loglan	poshitroni	⬅ ISV	B is a «positron», one of the leptons, elemental particles.	Bor.	1n		positron
loglan	pospre	⬅ pos(ta)+p(ap)re	B is a «postage stamp» on D from country S.	2-Cpx	3n		postage stamp
loglan	posta	{kotposta}, {posfusto}, {pospre}, {posyprati}, {posyratpre}, {posysui}\n⬅ 4/4E post | 4/4G post | 5/6F postal	K «post»/«mail» B to D from S by V.	C-Prim	5v	pos	post,mail
loglan	fu posta		an «address», of posted material.		n		address
loglan	ju posta		a «return address», of posted material.		n		return address
loglan	nu posta		some «post», that which is -ed.		n		post
loglan	posyprati	⬅ pos(ta)+y+prati	C is the «postal charge»/«postage» on B from S to D.	2-Cpx	4n		postal charge,postage
loglan	posyprati	⬅ pos(ta)+y+prati	«postage», pert. to postal tax.	2-Cpx	a		postage
loglan	lo posyprati		«postage», mass term.		n		postage
loglan	posyratpre	⬅ pos(ta)+y+(p)rat(i)+p(ap)re	B is a «postage stamp», proof of payment C on D.	3-Cpx	3n		postage stamp
loglan	posysui	⬅ pos(ta)+y+su(nd)i	K «mail»/«post» B to D from S.	2-Cpx	4v		mail,post
loglan	lo nu posysui		«post»/«mail», mass term of instances.		n		post,mail
loglan	nu posysui		some «mail», material sent by post.		n		mail
loglan	pou	⬅ p(r)o(j)u	Products/Purposes, case tag («product»/«purpose»).	LW	pp		product,purpose
loglan	povnurtse	⬅ po(z)v(o)+nur+tse(ro)	V is «fast»/«over» by C, have a positive error in .... E.g. {Lemi jokla ga povnurtse lio fe minta} -- My watch is 5 minutes fast.	2-Cpx	2v		fast,over
loglan	pozfa	{dazpozfa}, {durpozfa}, {haurpozfa}, {kerpozfoi}, {korsutpozfa}, {lidpozfa}, {logpozfa}, {nornurduopozfa}, {poirpozfa}, {pozkorti}, {pozpoicle}, {poztaa}, {poztai}, {pozysti}, {sesypozfa}, {tcorypozfa}, {venpozfa}\n⬅ 3/4E oppose | 3/4F oppos er | 2/3C fan | 3/4S opon e	K «oppose»/«resist»/be «against» K on issue/matter N.	C-Prim	3v	poz	oppose,resist,against
loglan	pozfa	{dazpozfa}, {durpozfa}, {haurpozfa}, {kerpozfoi}, {korsutpozfa}, {lidpozfa}, {logpozfa}, {nornurduopozfa}, {poirpozfa}, {pozkorti}, {pozpoicle}, {poztaa}, {poztai}, {pozysti}, {sesypozfa}, {tcorypozfa}, {venpozfa}\n⬅ 3/4E oppose | 3/4F oppos er | 2/3C fan | 3/4S opon e	«against»/«resisting», opposed to ... on issue ....	C-Prim	a	poz	against,resisting
loglan	pozfa	{dazpozfa}, {durpozfa}, {haurpozfa}, {kerpozfoi}, {korsutpozfa}, {lidpozfa}, {logpozfa}, {nornurduopozfa}, {poirpozfa}, {pozkorti}, {pozpoicle}, {poztaa}, {poztai}, {pozysti}, {sesypozfa}, {tcorypozfa}, {venpozfa}\n⬅ 3/4E oppose | 3/4F oppos er | 2/3C fan | 3/4S opon e	an «opponent»/«resister»/«opposition»/«adversary», one who opposes.	C-Prim	n	poz	opponent,resister,opposition,adversary
loglan	lo pozfa		«opposition», mass term of opposers.		n		opposition
loglan	lo nu pozfa		«opposition», mass term of the opposed.		n		opposition
loglan	lopo pozfa		«opposition»/«resistance», mass term of acts.		n		opposition,resistance
loglan	lopu pozfa		«resistance», the mass of such props.		n		resistance
loglan	no pozfa		«unopposing», neg. of opposing, q.v.		a		unopposing
loglan	no nu pozfa		«unopposed», neg. of opposed.		a		unopposed
loglan	nu pozfa		«opponent»/«opposition», one opposed, converse form.		n		opponent,opposition
loglan	po pozfa		an «opposition»/«resistance», a spec. act of -ing.		n		opposition,resistance
loglan	pu pozfa		a «resistance», a spec. prop. of -ers.		n		resistance
loglan	pozkorti	⬅ poz(fa)+korti	B is an «antibody», a biological defensive substance.	2-Cpx	1		antibody
loglan	pozkorti	⬅ poz(fa)+korti	«antibody», pert. to -ies.	2-Cpx	a		antibody
loglan	pozpoicle	⬅ poz(fa)+po(rl)i+cle(si)	B is «powerless»/«impotent» to oppose/resist K doing V to D.	3-Cpx	4a		powerless,impotent
loglan	po pozpoicle		an instance of «impotence»/«powerlessness», to resist/prevent ....		n		impotence,powerlessness
loglan	poztaa	⬅ poz(fa)+ta(kn)a	K verbally «oppose» K on issue/matter N.	2-Cpx	3v		oppose
loglan	po poztaa		an «opposition», a spec. act of -ing.		n		opposition
loglan	poztai	⬅ poz(fa)+(s)ta(l)i	K «face»/«confront»/«stand up to» (person/condition) N.	2-Cpx	2v		face,confront,stand up to
loglan	lopo poztai		«confrontation», mass event.		n		confrontation
loglan	po poztai		a «confrontation» (of ...).		n		confrontation
loglan	pozvo	{povnurtse}\n⬅ ISV	B is «positive», as a number/electricity etc.	I-Prim	1a	pov	positive
loglan	pozysti	⬅ poz(fa)+y+sti(se)	D «succumb»/«sink» under burden B.	2-Cpx	2v		succumb,sink
loglan	prabekti	⬅ pra(se)+bekti	B is an «individual», a thing enduring in time with a specific name.	2-Cpx	1		individual
loglan	prabeo	⬅ pra(se)+be(gc)o	K «beg»/«beseech»/«entreat»/«implore» D to/for V.	2-Cpx	3v		beg,beseech,entreat,implore
loglan	prabeo	⬅ pra(se)+be(gc)o	«beggar»/«beseecher».	2-Cpx	n		beggar,beseecher
loglan	prable	⬅ pra(se)+ble(ka)	K «stare» at D, look continuously at.	2-Cpx	2v		stare
loglan	pracia	⬅ pra(se)+ci(rn)a	K «keep up with»/«continue to learn» P from source S.	2-Cpx	3v		keep up with,continue to learn
loglan	pracmacea	⬅ pra(se)+cma(lo)+ce(nj)a	V «abate»/«wane»/«subside»/«diminish» in intensity/frequency.	3-Cpx	1v		abate,wane,subside,diminish
loglan	po pracmacea		a «subsiding», a state of -ing intensity.		n		subsiding
loglan	pracue	⬅ pra(se)+cu(ts)e	K «continue»(s) by saying P.	2-Cpx	2v		continue
loglan	po pracue		a «continuation», of a previous speech.		n		continuation
loglan	pracuo	⬅ pra(se)+cu(nd)o	V is a «process window» of process K.	2-Cpx	2n		process window
loglan	prafau	⬅ pra(se)+fa(tr)u	K «harass»/«pester» D about/for B by V.	2-Cpx	4v		harass,pester
loglan	pragoi	⬅ pra(se)+go(dz)i	K «go on»/«continue»/«proceed» to D from S via V.	2-Cpx	4v		go on,continue,proceed
loglan	prakao	⬅ pra(se)+ka(kt)o	K «proceed»/«continue»/«persist» in activity V with end P.	2-Cpx	3v		proceed,continue,persist
loglan	po prakao		a «persistence», a spec. act of -ing.		n		persistence
loglan	prakapli	⬅ pra(se)+kapli	B is «past»/«done»/«over»/«accomplished»/«ended»/«finished».	2-Cpx	1a		past,done,over,accomplished,ended,finished
loglan	prakeu	⬅ pra(se)+ke(rj)u	K «maintain»/«keep up», continuous caring for D by action V.	2-Cpx	3n		maintain,keep up
loglan	prakeu	⬅ pra(se)+ke(rj)u	«caretaker»/«maintainer», one who -s.	2-Cpx	n		caretaker,maintainer
loglan	lopu prakeu		«upkeep»/«maintenance», mass property.		n		upkeep,maintenance
loglan	po prakeu		the «upkeep»/«maintenance» (of ... by ...), a specific instance.		n		upkeep,maintenance
loglan	prali	{jetprali}, {jetyralrao}, {ralkompi}, {ralkri}, {ralkrisio}, {ralmao}, {ralperpli}, {ralpli}, {ralspocme}, {ralspopou}, {ralsposea}\n⬅ 2/2C li | 3/5F profit | 3/6E profit | 3/6R pribyl | 3/6G profit | 2/8S provecho	C is a/the «profit»/monetary «gain» to D from transaction V.	C-Prim	3n	ral	profit,gain
loglan	lo prali		«profit», mass term.		n		profit
loglan	pramao	⬅ pra(se)+ma(dz)o	K «maintain», make D continue in doing/being V.	2-Cpx	3v		maintain
loglan	pramao	⬅ pra(se)+ma(dz)o	a «maintainer», that which/one who -s ... in ....	2-Cpx	n		maintainer
loglan	po pramao		a «maintenance», an act of -ing.		n		maintenance
loglan	po nu pramao		a «maintenance», a state of being -ed.		n		maintenance
loglan	selpramao	⬅ sel(ji)+pra(se)+ma(dz)o	K «persevere»/«persist» in doing V.	3-Cpx	2v		persevere,persist
loglan	selpuntaa	⬅ sel(ji)+pun(tu)+ta(kn)a	K «grumble» about (pain/illness) N.	3-Cpx	2v		grumble
loglan	selreo	⬅ sel(ji)+re(nr)o	K «throw» themselves/oneself at/into D.	2-Cpx	2v		throw
loglan	selrezmao	⬅ sel(ji)+(f)rez(i)+ma(dz)o	K «escape»/get «away»/«break out»/«free oneself» from V.	3-Cpx	2v		escape,away,break out,free oneself
loglan	selrezmao	⬅ sel(ji)+(f)rez(i)+ma(dz)o	an «escapee», one who escapes.	3-Cpx	n		escapee
loglan	po selrezmao		an «escape»/«getaway», an act of escaping.		n		escape,getaway
loglan	selrispe	⬅ sel(ji)+rispe	G is more «dignified»/«self respectful» than J.	2-Cpx	2a		dignified,self respectful
loglan	lopu selrispe		«dignity»/«self respect», mass property.		n		dignity,self respect
loglan	selsacduo	⬅ sel(ji)+sa(t)c(i)+du(rz)o	K show/exhibit+«initiative» in V.	3-Cpx	2v		initiative
loglan	lopu selsacduo		«initiative», mass property.		n		initiative
loglan	po selsacduo		an «initiative», specific instance.		n		initiative
loglan	selsacflo	⬅ sel(ji)+sa(t)c(i)+fo/l(ma)	G has more «initiative» than J.	3-Cpx	2v		initiative
loglan	selsai	⬅ sel(ji)+sa(nt)i	G is more «modest»/«unassuming»/«humble» than J is.	2-Cpx	2a		modest,unassuming,humble
loglan	lopu selsai		«modesty»/«humility», mass prop.		n		modesty,humility
loglan	nu selsai		«immodest», conv. of modest/humble.		a		immodest
loglan	pu nu selsai		an «immodesty», a spec. property.		n		immodesty
loglan	selsalkri	⬅ sel(ji)+sal(di)+kri(do)	B is «self confident» of/in N.	3-Cpx	2a		self confident
loglan	lopu selsalkri		«self confidence», property of being --, mass term.		n		self confidence
loglan	selsirmao	⬅ sel(ji)+sir(to)+ma(dz)o	K «ascertain»/«find out»/make «sure of»/«assure oneself» of N.	3-Cpx	2v		ascertain,find out,sure of,assure oneself
loglan	nu selsirmao		«ascertainable», can be -ed.		a		ascertainable
loglan	po selsirmao		an «ascertainment», an act/process of -ing.		n		ascertainment
loglan	selspevei	⬅ sel(ji)+spe(ni)+ve(tc)i	K «submit self»/«experience»/«surrender self» (to) D.	3-Cpx	2v		submit self,experience,surrender self
loglan	selsua	⬅ sel(ji)+su(rv)a	G is more «selfish» than J.	2-Cpx	2a		selfish
loglan	lopu selsua		«selfishness», mass prop.		n		selfishness
loglan	po selsua		a «selfishness», a spec. act.		n		selfishness
loglan	seltcu	⬅ sel(ji)+tcu(re)	B is a/the «self image»/«self picture» of S.	2-Cpx	2n		self image,self picture
loglan	seltsecue	⬅ sel(ji)+tse(ro)+cu(ts)e	K «admit»/«confess»/«acknowledge» error B to D.	3-Cpx	3v		admit,confess,acknowledge
loglan	nu seltsecue		«admissible», conv. of admit error.		a		admissible
loglan	nu seltsecue		an «admission»/«confession», an admitted thing.		n		admission,confession
loglan	po seltsecue		a «confession»/«acknowledgement»/«admission», an act of -ing error.		n		confession,acknowledgement,admission
loglan	seltsetaa	⬅ sel(ji)+tse(ro)+ta(kn)a	K «grumble» about (mistake/action) V.	3-Cpx	2v		grumble
loglan	seltui	⬅ sel(ji)+(s)tu(l)i	K «adjust» themselfes to N, psychol.	2-Cpx	2v		adjust
loglan	po seltui		an «adjustment», an act of self adjustment.		n		adjustment
loglan	selviacko	⬅ sel(ji)+vi(zk)a+cko(zu)	V «manifest»/«show» itself to D, non intentional.	3-Cpx	2v		manifest,show
loglan	po selviacko		a «manifestation», a specific instance of -ing.		n		manifestation
loglan	selvizlei	⬅ sel(ji)+viz(ka)+le(tc)i	K «show off»/«exhibit themselves» before D.	3-Cpx	2v		show off,exhibit themselves
loglan	selvizlei	⬅ sel(ji)+viz(ka)+le(tc)i	«exhibitionistic», pert. to -ists.	3-Cpx	a		exhibitionistic
loglan	selvizlei	⬅ sel(ji)+viz(ka)+le(tc)i	an «exhibitionist»/«showoff», show off.	3-Cpx	n		exhibitionist,showoff
loglan	selvizmao	⬅ sel(ji)+viz(ka)+ma(dz)o	K «manifest»/«show» themselves to D, intentional.	3-Cpx	2v		manifest,show
loglan	po selvizmao		a «manifestation», a specific instance of -ing.		n		manifestation
loglan	selzalvia	⬅ sel(ji)+za(v)l(o)+vi(zk)a	K «repent» action V.	3-Cpx	2v		repent
loglan	lopu selzalvia		«repentance», mass property.		n		repentance
loglan	po selzalvia		an instance of «repentance».		n		repentance
loglan	selzavfio	⬅ sel(ji)+zav(lo)+fi(lm)o	K feel «remorse» about V.	3-Cpx	2v		remorse
loglan	selzavfio	⬅ sel(ji)+zav(lo)+fi(lm)o	«remorseful», regretting some action.	3-Cpx	a		remorseful
loglan	lopu selzavfio		«remorse», mass property.		n		remorse
loglan	semhikonduktori	⬅ ISV	B is a «semiconductor» of type F from/of S.	Bor.	3n		semiconductor
loglan	lo semhikonduktori		«semiconductors», mass term.		n		semiconductors
loglan	seni	⬅ se+ni	«seventy»/seventy of ..., a quantifying oper., in math. exp.	Cpd	a		seventy
loglan	seni	⬅ se+ni	«seventy», the number 70, in math. exp.	Cpd	ms		seventy
loglan	lio seni		«seventy», the number 70, non math.		n		seventy
loglan	sensi	{bivsensi}, {bivsesmao}, {bufsensi}, {djabasysensi}, {djabasysesmao}, {djasensi}, {djasesmao}, {djasocysensi}, {dzasensi}, {elhektroniysensi}, {fidsensi}, {fidsesmao}, {fomsensi}, {garsensi}, {hebsensi}, {hebsesmao}, {hisysensi}, {hisysesmao}, {humsensi}, {humsesmao}, {kemsensi}, {kemsesmao}, {kiursensi}, {kosmysensi}, {lensensi}, {lensesmao}, {litysensi}, {livsensi}, {livsesmao}, {livspasensi}, {livspasesmao}, {lodsensi}, {lodsesmao}, {maersensi}, {nevsensi}, {nevsesduo}, {nevsesmao}, {nimsensi}, {nimsesmao}, {norsensi}, {numsensi}, {numsesmao}, {optikiyelhektroniysensi}, {paknurmaosensi}, {paorlivsesmao}, {pashumsensi}, {polsensi}, {polsesmao}, {prosensi}, {prosesmao}, {prosiosensi}, {prosiosesmao}, {roarmaosensi}, {roarmaosesduo}, {roarmaosesmao}, {sadsensi}, {sadsesduo}, {sadsesmao}, {sansensi}, {sansesmao}, {sesduvrai}, {sesmao}, {sespli}, {sesrie}, {sesyblifikco}, {sesycko}, {sesycle}, {sesymajblifikco}, {sesypozfa}, {sesysri}, {sesytursia}, {sifsensi}, {socysensi}, {socysesmao}, {tarsensi}, {tarsesmao}, {telsensi}, {telsesmao}, {tetysensi}, {tetysesmao}\n⬅ 5/7S ciencia | 4/6E science | 2/4F science | 3/7C syue li di	B is a «scientific» fact/law about S.	C-Prim	2n	ses	scientific
loglan	sensi	{bivsensi}, {bivsesmao}, {bufsensi}, {djabasysensi}, {djabasysesmao}, {djasensi}, {djasesmao}, {djasocysensi}, {dzasensi}, {elhektroniysensi}, {fidsensi}, {fidsesmao}, {fomsensi}, {garsensi}, {hebsensi}, {hebsesmao}, {hisysensi}, {hisysesmao}, {humsensi}, {humsesmao}, {kemsensi}, {kemsesmao}, {kiursensi}, {kosmysensi}, {lensensi}, {lensesmao}, {litysensi}, {livsensi}, {livsesmao}, {livspasensi}, {livspasesmao}, {lodsensi}, {lodsesmao}, {maersensi}, {nevsensi}, {nevsesduo}, {nevsesmao}, {nimsensi}, {nimsesmao}, {norsensi}, {numsensi}, {numsesmao}, {optikiyelhektroniysensi}, {paknurmaosensi}, {paorlivsesmao}, {pashumsensi}, {polsensi}, {polsesmao}, {prosensi}, {prosesmao}, {prosiosensi}, {prosiosesmao}, {roarmaosensi}, {roarmaosesduo}, {roarmaosesmao}, {sadsensi}, {sadsesduo}, {sadsesmao}, {sansensi}, {sansesmao}, {sesduvrai}, {sesmao}, {sespli}, {sesrie}, {sesyblifikco}, {sesycko}, {sesycle}, {sesymajblifikco}, {sesypozfa}, {sesysri}, {sesytursia}, {sifsensi}, {socysensi}, {socysesmao}, {tarsensi}, {tarsesmao}, {telsensi}, {telsesmao}, {tetysensi}, {tetysesmao}\n⬅ 5/7S ciencia | 4/6E science | 2/4F science | 3/7C syue li di	«scientific», pert. to scientific facts/laws.	C-Prim	a	ses	scientific
loglan	sensi	{bivsensi}, {bivsesmao}, {bufsensi}, {djabasysensi}, {djabasysesmao}, {djasensi}, {djasesmao}, {djasocysensi}, {dzasensi}, {elhektroniysensi}, {fidsensi}, {fidsesmao}, {fomsensi}, {garsensi}, {hebsensi}, {hebsesmao}, {hisysensi}, {hisysesmao}, {humsensi}, {humsesmao}, {kemsensi}, {kemsesmao}, {kiursensi}, {kosmysensi}, {lensensi}, {lensesmao}, {litysensi}, {livsensi}, {livsesmao}, {livspasensi}, {livspasesmao}, {lodsensi}, {lodsesmao}, {maersensi}, {nevsensi}, {nevsesduo}, {nevsesmao}, {nimsensi}, {nimsesmao}, {norsensi}, {numsensi}, {numsesmao}, {optikiyelhektroniysensi}, {paknurmaosensi}, {paorlivsesmao}, {pashumsensi}, {polsensi}, {polsesmao}, {prosensi}, {prosesmao}, {prosiosensi}, {prosiosesmao}, {roarmaosensi}, {roarmaosesduo}, {roarmaosesmao}, {sadsensi}, {sadsesduo}, {sadsesmao}, {sansensi}, {sansesmao}, {sesduvrai}, {sesmao}, {sespli}, {sesrie}, {sesyblifikco}, {sesycko}, {sesycle}, {sesymajblifikco}, {sesypozfa}, {sesysri}, {sesytursia}, {sifsensi}, {socysensi}, {socysesmao}, {tarsensi}, {tarsesmao}, {telsensi}, {telsesmao}, {tetysensi}, {tetysesmao}\n⬅ 5/7S ciencia | 4/6E science | 2/4F science | 3/7C syue li di	a «science», a scientific fact/law about ....	C-Prim	n	ses	science
